@relation dataset_z

@attribute col0 numeric
@attribute col1 numeric
@attribute col2 numeric
@attribute col3 numeric
@attribute col4 numeric
@attribute col5 numeric
@attribute col6 numeric
@attribute col7 numeric
@attribute col8 numeric
@attribute col9 numeric
@attribute col10 numeric
@attribute col11 {nom_11_0,nom_11_1,nom_11_4,nom_11_2,nom_11_3}
@attribute col12 {nom_12_0,nom_12_1,nom_12_4,nom_12_2,nom_12_3}
@attribute class {class0,class2,class1}

@data
-0.857552,-0.968518,-0.420052,-0.183598,0.009999,-0.671273,-0.899614,-0.315653,-1.106792,-0.380514,-0.509616,nom_11_0,nom_12_0,class0
0.267984,-0.41818,0.232027,0.097178,0.526626,0.149591,0.538057,0.148316,0.293562,-0.450831,0.438968,nom_11_0,nom_12_0,class0
0.474202,0.637131,0.496498,-0.341837,0.266574,-0.871414,-0.00396,0.043292,0.393812,-0.189199,0.186437,nom_11_0,nom_12_1,class0
-0.27086,0.136021,0.480748,-0.032239,-0.842357,-0.705252,0.220997,0.248306,-0.664641,0.47211,-0.469235,nom_11_0,nom_12_0,class0
-0.128557,0.306856,-0.302584,0.098295,-0.157593,-0.318648,-0.855646,-0.21519,0.368573,-0.693093,-0.156732,nom_11_0,nom_12_0,class0
-0.912524,-1.148719,-0.894458,-1.108789,-1.509797,-2.239849,-1.85668,-0.755808,-0.474624,-0.980431,-1.681604,nom_11_0,nom_12_0,class0
8.427692,7.914518,7.650447,7.750866,7.906525,8.015645,7.724107,8.499499,7.968263,7.811503,8.605455,nom_11_3,nom_12_3,class2
-0.112501,-0.285427,-0.283705,-0.486021,0.406383,0.000215,-0.097845,0.534295,-0.809857,-0.196421,-0.158363,nom_11_0,nom_12_0,class0
0.430738,1.190293,-0.20618,0.356485,1.073771,1.39162,1.507428,0.843466,0.076666,0.271249,0.22759,nom_11_1,nom_12_0,class0
0.659246,-0.234515,-0.027519,0.725118,0.280081,0.299427,0.575113,0.79151,0.877548,0.30964,0.616679,nom_11_1,nom_12_1,class0
1.119153,1.05482,0.579926,1.180645,1.89274,1.241505,1.645118,0.827694,1.407933,0.057055,1.272229,nom_11_1,nom_12_1,class0
-0.13248,-0.500571,-0.088701,-0.092124,-0.572942,-0.795457,-0.092298,0.324092,-0.565485,-0.361059,-0.378837,nom_11_0,nom_12_0,class0
0.113693,-0.311691,-0.014045,-0.6441,-0.414646,-0.038805,-0.037839,-0.629774,-0.301633,-0.553348,-0.764054,nom_11_0,nom_12_0,class0
-0.652882,-0.879582,-1.067599,-0.314509,-1.330448,-1.492847,-1.105432,-0.626508,-1.147566,-1.407894,-1.149402,nom_11_0,nom_12_0,class0
-1.447792,-1.717994,-1.022898,-0.86299,-1.276007,-1.172591,-0.782195,-0.703032,-0.719249,-2.256854,-1.585647,nom_11_0,nom_12_0,class0
0.949593,0.317167,1.046827,0.123204,0.296119,0.789905,0.332219,-0.160384,0.376812,0.339299,0.247183,nom_11_1,nom_12_1,class0
-0.328822,-0.254335,-0.533931,-0.196714,-0.563346,-0.182835,-0.725004,-0.134449,-1.003693,-0.096592,-0.4015,nom_11_0,nom_12_0,class0
-0.65758,-0.625341,0.274255,0.096471,-0.452846,0.029315,1.343981,0.05471,-0.393949,0.515632,0.475731,nom_11_0,nom_12_0,class0
-0.309886,-1.480131,-1.026776,-1.006708,-0.818353,-1.021416,-1.561661,-0.77058,-1.318112,-0.898805,-0.494346,nom_11_0,nom_12_0,class0
-0.683942,-1.543427,-0.534332,-1.17297,-1.509385,-1.008676,-0.535729,-1.1043,-0.866564,-0.58022,-1.076656,nom_11_0,nom_12_0,class0
0.342646,-0.122824,-0.031055,-0.33568,0.370157,0.620705,0.989289,-0.094029,0.765405,-0.126152,0.025843,nom_11_1,nom_12_0,class0
0.665332,0.87976,0.847272,1.021673,0.602464,0.833486,0.919293,0.06963,0.468896,1.650325,0.8701,nom_11_1,nom_12_1,class0
-0.452885,0.403128,0.703079,-0.311288,0.732462,-0.38707,0.386303,0.138267,0.530053,0.267163,0.484497,nom_11_0,nom_12_1,class0
-0.820373,0.596972,0.304488,-0.003022,-0.131885,1.243015,-0.449508,0.436868,-0.266798,0.328705,-0.364964,nom_11_0,nom_12_0,class0
0.065782,0.203324,0.157119,0.299791,0.057006,1.281788,0.214415,0.922031,0.856858,0.326074,-0.434555,nom_11_1,nom_12_0,class0
-0.021449,-1.468496,-0.747087,-1.142809,-0.830466,-1.363737,-1.925873,-0.813934,-1.11734,-0.901132,-0.570699,nom_11_0,nom_12_0,class0
-0.661645,-1.211459,-1.042431,-0.716063,-0.935685,-0.904298,-0.803398,-1.323139,-0.463326,-1.224187,-1.632845,nom_11_0,nom_12_0,class0
-0.413324,-0.430966,-0.532744,-0.179279,-0.788845,-1.295647,-0.332236,-1.097878,-0.459465,-1.26948,-0.657861,nom_11_0,nom_12_0,class0
-1.058426,-0.770035,0.098526,-0.401032,-0.250988,-0.165779,-0.409253,-1.099362,-0.188568,0.02771,-0.211604,nom_11_0,nom_12_0,class0
-0.97113,-0.716655,-0.172583,-0.594157,-0.565374,-1.962352,-0.628916,-0.207269,-1.055615,0.101472,-0.717292,nom_11_0,nom_12_0,class0
0.012268,0.385362,-0.228847,0.359921,-0.36988,-0.234108,0.660557,-0.830426,-0.491505,-0.396393,0.614922,nom_11_1,nom_12_0,class0
1.030247,0.616906,0.161977,0.093301,0.276073,1.382399,-0.069173,0.464863,0.160306,1.0352,0.526177,nom_11_1,nom_12_1,class0
-1.365773,-1.948137,-1.66762,-1.668999,-1.669927,-1.91488,-1.691203,-1.945085,-1.19456,-0.576334,-1.281435,nom_11_0,nom_12_0,class0
-0.554489,0.177829,0.604156,0.921705,0.588931,0.693536,0.056242,0.312798,1.182761,-0.175787,-0.001633,nom_11_0,nom_12_1,class0
4.530569,4.346787,4.541802,4.930649,4.09772,4.465815,4.855784,4.520738,4.490987,4.331955,5.693305,nom_11_2,nom_12_2,class1
-0.779905,-0.893645,-1.252245,-1.446274,-0.963165,-0.579175,-1.211313,-0.297421,-0.7599,-0.23234,-0.490982,nom_11_0,nom_12_0,class0
1.107814,0.735409,0.919336,0.354523,0.484613,0.631495,0.360285,0.411275,1.492233,0.756064,0.781794,nom_11_0,nom_12_1,class0
0.505307,-0.449502,0.295668,0.587496,0.233742,0.595739,0.790456,0.325425,0.568814,0.486914,1.132911,nom_11_0,nom_12_0,class0
5.046445,4.083381,4.848284,4.530586,5.030177,3.805399,5.314738,4.811295,5.282565,4.464081,4.36666,nom_11_2,nom_12_2,class1
-0.826786,-0.888012,0.202621,-0.949255,0.366677,-0.470744,0.03,-1.582778,-0.039248,-0.432304,-0.581589,nom_11_0,nom_12_0,class0
-0.208218,-0.184263,0.175599,0.056359,-0.432192,0.020761,-0.42067,-0.078806,0.081917,-0.294757,0.694734,nom_11_0,nom_12_1,class0
-1.416788,-0.763564,-2.049956,-1.423051,-1.07905,-1.384615,-1.171387,-0.962554,-1.217938,-1.372383,-1.007049,nom_11_0,nom_12_0,class0
0.576982,0.950517,-0.116122,0.431243,0.106499,0.492192,-0.064984,0.694783,0.614967,0.477775,0.625715,nom_11_1,nom_12_1,class0
-0.37325,-0.472313,0.603023,0.950119,0.396245,-0.224514,0.375054,-0.545843,-0.113177,0.659021,0.272803,nom_11_1,nom_12_1,class0
0.32494,0.093515,0.770008,0.302298,0.617135,0.174416,0.904625,0.067571,1.076483,0.373374,0.436105,nom_11_1,nom_12_1,class0
-0.64596,-1.087934,-1.76564,-0.323959,-0.984189,0.025791,-1.486807,-1.565703,-1.312085,-0.597475,-0.533892,nom_11_0,nom_12_0,class0
-0.384274,-0.817785,-0.396151,-0.637634,-0.894136,-0.894239,-1.207504,-0.03423,-0.625086,-0.849818,-0.897639,nom_11_0,nom_12_0,class0
-1.696899,-1.474271,-0.969728,-0.91058,-1.484236,-0.865809,-0.335814,-0.893496,-1.489701,-1.940652,-1.094327,nom_11_0,nom_12_0,class0
1.155845,-0.782106,0.243818,0.498832,0.148976,0.9097,0.591496,0.882152,0.560888,1.069572,0.994578,nom_11_0,nom_12_1,class0
0.381781,0.239914,0.425375,0.498174,0.264288,0.001924,0.152579,-0.112173,0.044192,0.335766,-0.151962,nom_11_1,nom_12_1,class0
-1.593377,-2.265871,-1.556325,-1.164621,-1.710884,-1.541894,-1.069487,-1.438904,-1.443974,-1.739916,-0.769267,nom_11_0,nom_12_0,class0
-0.705403,-1.047468,-1.653778,-1.447455,-1.019018,-0.913221,-1.10836,-1.550339,-1.066163,-0.493229,-0.49767,nom_11_0,nom_12_0,class0
1.181649,0.348596,1.612513,0.776198,0.781403,1.636274,1.304134,1.221064,1.066357,1.430032,1.081685,nom_11_1,nom_12_1,class0
-1.411694,0.040966,-0.422146,0.180767,-1.082024,-0.188862,-0.910902,-0.782483,-0.545314,-0.698202,-0.253849,nom_11_0,nom_12_0,class0
1.372979,0.78502,0.727701,0.228467,0.663921,0.504499,0.140902,0.638837,0.076454,0.639884,1.001769,nom_11_1,nom_12_1,class0
-0.119471,-0.154801,0.913629,0.004146,-0.497803,0.038529,1.019054,-0.167659,0.620426,0.311089,-0.29711,nom_11_1,nom_12_0,class0
9.793364,10.109415,10.424128,9.724321,10.116144,10.133159,10.870156,10.42796,9.407142,10.066438,9.994223,nom_11_4,nom_12_4,class2
-0.659356,0.04816,-0.61927,0.012339,-0.241709,-0.46318,0.42027,-0.063163,0.520521,-0.257607,-0.236386,nom_11_0,nom_12_0,class0
1.149426,0.943662,-0.065216,0.37505,1.304468,0.795409,1.115062,0.604332,0.700107,1.36932,0.892993,nom_11_1,nom_12_1,class0
0.061415,0.79841,0.670348,0.516475,1.210317,0.823278,0.478341,0.925043,-0.032404,0.855236,0.607339,nom_11_1,nom_12_1,class0
-0.275271,-0.154482,-0.824498,-0.037004,0.085844,-0.617201,-0.929293,0.526752,0.384348,0.154673,0.027371,nom_11_0,nom_12_1,class0
-0.902872,0.215259,-1.269848,-1.513025,-0.483781,0.202552,-0.59173,-0.685744,0.324329,-1.163777,0.205869,nom_11_0,nom_12_0,class0
-1.806207,-0.404509,-1.193198,-0.953481,-1.366282,0.107096,-0.561999,-0.758823,-0.759839,-1.479595,-0.674025,nom_11_0,nom_12_0,class0
0.626665,0.324144,0.718367,0.897273,0.117464,0.008112,0.64799,0.482292,0.603976,0.043861,-0.145274,nom_11_1,nom_12_1,class0
-0.487775,-0.44863,0.073013,0.165171,-0.325506,-0.895171,-0.452628,-0.522478,-0.785512,0.059684,0.277496,nom_11_1,nom_12_0,class0
0.701751,0.667605,1.635243,1.924576,0.946124,0.768657,0.951399,1.819394,0.557439,1.980793,1.198518,nom_11_1,nom_12_1,class0
4.652639,5.183741,4.867312,4.655233,3.837333,4.546617,5.14922,5.22739,4.58937,4.411336,5.086563,nom_11_2,nom_12_2,class1
1.55291,1.793008,1.162412,2.307968,0.322213,1.256351,0.696271,1.610318,1.095373,0.942039,1.723587,nom_11_1,nom_12_1,class0
0.15828,-0.241122,-0.457209,0.538561,0.232113,0.852451,0.580153,0.51768,0.658058,-0.274948,0.774417,nom_11_1,nom_12_1,class0
-0.276037,1.399806,0.665408,0.307207,0.699919,0.635357,0.132159,0.288039,-0.026142,0.973688,1.233462,nom_11_0,nom_12_0,class0
1.148774,1.841335,2.137397,-0.033153,0.855516,0.770536,1.577816,0.239786,1.174198,1.228781,0.703255,nom_11_1,nom_12_1,class0
-1.872784,-1.6438,-1.321224,-2.28105,-1.758553,-2.251596,-2.044294,-2.179142,-1.159073,-1.32593,-1.959871,nom_11_0,nom_12_0,class0
-0.307453,0.102526,-0.952297,-0.286088,-0.621276,-1.30651,-0.211193,-0.817084,0.416264,-0.136718,-0.746484,nom_11_0,nom_12_0,class0
0.109326,-0.362552,-0.430692,-0.364669,-0.017346,-0.283383,-0.241749,-0.153193,-0.463609,-0.349102,0.009524,nom_11_0,nom_12_0,class0
2.126257,2.230344,1.937036,0.338802,1.24675,1.72294,1.42192,1.753565,1.273768,1.244535,1.228796,nom_11_1,nom_12_1,class0
0.767068,0.607784,0.592903,1.056969,0.488236,1.409257,0.063605,0.217649,0.302365,-0.144552,0.762271,nom_11_0,nom_12_1,class0
-0.339596,-0.099119,0.334909,-0.039263,0.256054,0.091147,0.017765,0.059404,-0.067602,-0.087175,0.187004,nom_11_0,nom_12_0,class0
0.156208,0.036882,0.919698,0.177698,0.197287,0.817829,0.494161,0.639651,0.455334,-0.207786,-0.226661,nom_11_1,nom_12_1,class0
1.193032,1.064513,1.519062,1.125357,0.506249,0.822289,1.168839,0.932241,1.442384,0.731249,1.508983,nom_11_1,nom_12_1,class0
?,-0.703255,0.357885,0.349322,0.530515,0.588543,0.001908,-0.525894,-0.491011,0.171741,-0.122993,nom_11_0,nom_12_0,class0
0.744336,0.674378,0.732066,0.783753,0.644902,0.169995,-0.329821,0.588462,-0.109292,0.985523,0.716032,nom_11_1,nom_12_1,class0
-1.511521,-1.204801,-0.716408,-0.871706,-0.770115,-1.988721,-2.002045,-1.182504,-1.521115,-0.583417,-1.586162,nom_11_0,nom_12_0,class0
-0.645808,-0.648238,-1.101042,-0.862426,-1.029836,-0.982267,-0.583366,-0.560767,-1.402093,-0.838306,-0.449547,nom_11_0,nom_12_0,class0
-1.498754,-0.985899,-1.001895,-1.555748,-2.815612,-0.957517,-1.450126,-1.547257,-1.000996,-1.636128,-1.410746,nom_11_0,nom_12_0,class0
-0.107333,0.151627,0.162165,-0.381454,0.647921,0.215508,-0.152842,-0.041062,-0.254574,-0.10929,0.45188,nom_11_0,nom_12_1,class0
0.461732,1.282289,-0.408485,0.79143,0.618499,0.536623,1.006729,0.112229,0.098647,0.323096,-0.135331,nom_11_1,nom_12_1,class0
-0.732543,-0.80256,0.871739,-0.028516,-0.165124,0.383993,-0.112355,-0.259637,-0.336088,-0.466675,0.448245,nom_11_0,nom_12_0,class0
-0.07881,-0.23924,0.105637,-0.529094,0.434939,0.440149,-0.325217,-0.443777,-0.313258,0.107604,-0.689983,nom_11_0,nom_12_0,class0
0.209489,-0.602722,-0.388402,-0.414451,-0.405053,-0.315168,-0.759268,0.440915,-0.496556,-0.562123,-0.818543,nom_11_0,nom_12_0,class0
0.229077,1.409903,1.343391,0.843042,0.515232,1.328218,0.558697,0.493019,1.176575,0.146969,1.39781,nom_11_1,nom_12_1,class0
-0.058231,-0.65181,0.071624,-0.814714,-0.402197,-0.224515,0.89942,-0.463959,-0.377281,0.12677,-0.384417,nom_11_0,nom_12_0,class0
-0.773759,-0.723004,-1.581937,-1.108465,-1.098675,-1.269832,-0.668732,-0.51355,-0.856603,-1.484129,-1.241307,nom_11_0,nom_12_0,class0
0.56603,-0.015989,1.393691,-0.158128,0.521248,0.144901,0.292886,1.088521,-0.23571,0.227162,0.976746,nom_11_1,nom_12_0,class0
-1.326178,-1.17401,-0.576588,-1.069147,-1.256297,-1.196646,-1.588979,-0.956965,-2.114631,-0.252973,-1.671731,nom_11_0,nom_12_0,class0
-1.877245,-1.246914,-1.106739,-1.984183,-1.886383,-2.257789,-1.787438,-2.094797,-1.37684,-1.951453,-2.392933,nom_11_0,nom_12_0,class0
0.102532,-1.180731,-0.617867,-0.458793,-0.474053,-0.226245,-0.604722,0.511491,-1.0237,-0.405057,-0.786821,nom_11_0,nom_12_1,class0
0.299767,-0.094924,0.62376,0.235047,1.549873,-0.215926,0.208514,-0.206732,1.057915,0.524968,0.016876,nom_11_0,nom_12_1,class0
-0.586657,0.042711,-0.783429,0.037652,-0.673231,-1.058921,0.159353,-0.982746,-0.647119,-0.673775,0.150737,nom_11_0,nom_12_0,class0
-0.468393,-0.937055,-1.103502,-0.814843,-1.046089,-0.916726,-1.153448,-1.201052,-1.423857,-0.639755,-0.572511,nom_11_0,nom_12_0,class0
0.645408,1.868234,1.305501,1.377138,0.404061,1.608128,0.991161,0.956691,1.196061,1.332177,1.457708,nom_11_1,nom_12_1,class0
-0.692743,-0.213731,-0.83811,-1.383062,0.357378,0.288156,-0.927739,-0.696667,-0.572335,-1.197146,-0.832826,nom_11_0,nom_12_0,class0
-1.211574,-0.48403,-0.292127,-1.54634,-1.58176,-0.648028,-0.676859,0.519164,-1.389263,-0.58604,-0.861575,nom_11_0,nom_12_0,class0
-0.975274,-0.265735,-0.329311,0.431217,-0.280478,0.387356,1.139843,0.96508,0.797316,0.879008,-1.074507,nom_11_1,nom_12_1,class0
0.465946,0.389362,1.183169,0.487129,0.228908,0.557708,0.906421,0.155595,1.265565,0.40388,0.223534,nom_11_0,nom_12_1,class0
0.400265,-0.612249,-0.398816,0.171565,-0.352175,-0.141802,-0.370075,-0.682547,-0.691368,0.385653,-0.30905,nom_11_0,nom_12_0,class0
-1.081356,-0.623924,-0.833041,-0.989652,-1.215686,-0.803249,-1.383729,-1.566726,-1.171451,-1.148897,-1.287156,nom_11_0,nom_12_0,class0
-0.177972,-0.236101,-0.133008,0.298132,-0.413004,-0.377258,0.001312,0.138301,0.233726,0.314386,0.178009,nom_11_0,nom_12_1,class0
2.201613,1.710402,1.770621,1.675174,2.014624,1.222923,1.844996,1.641745,2.560637,1.311631,1.106117,nom_11_1,nom_12_1,class0
-0.255649,-0.966191,-1.508325,-1.009646,-1.055353,-0.864821,-0.278306,-0.425755,-0.816086,-0.612044,-1.528708,nom_11_0,nom_12_0,class0
-0.512152,-0.571995,-0.905522,-1.138699,-0.56459,-1.008376,-0.23249,-0.641979,-1.323142,-0.478102,-0.377956,nom_11_0,nom_12_0,class0
?,-0.782107,-0.993545,-0.702017,-1.557958,-0.967576,-1.588605,-1.213362,-0.687778,-1.084431,-1.688715,nom_11_0,nom_12_0,class0
-1.459699,-0.237828,-0.221519,-0.059241,-0.322319,-0.991329,-0.555391,-0.01416,-0.563982,0.523755,-0.67911,nom_11_0,nom_12_0,class0
-1.323819,-1.95426,-1.04219,-1.481797,-2.149318,-3.147635,-1.187623,-1.552432,-2.043543,-2.347404,-2.021865,nom_11_0,nom_12_0,class0
-1.080052,-1.560462,-1.6621,-1.741626,-0.989826,-1.572934,-1.451523,-1.772732,-1.667162,-1.508162,-0.252966,nom_11_0,nom_12_0,class0
1.051296,1.574151,1.214799,1.332108,0.976924,0.497075,0.910185,1.154205,0.910589,1.648583,1.333978,nom_11_1,nom_12_1,class0
1.705731,1.557171,1.676126,1.450945,0.357582,1.157445,1.027905,0.895102,0.869019,1.277713,2.572846,nom_11_1,nom_12_1,class0
0.297135,0.414748,0.013945,0.090336,0.226703,0.494535,0.54481,1.020382,0.301485,0.337618,0.887343,nom_11_1,nom_12_0,class0
0.242,-0.826501,-0.164871,0.010769,-0.570116,-0.724863,-0.629547,-0.075569,-0.56225,-0.264585,-0.2886,nom_11_0,nom_12_0,class0
-1.820293,-1.580558,-1.351904,-2.095982,-1.334489,-2.127225,-0.909146,-1.018995,-1.244838,-0.965293,-1.405692,nom_11_0,nom_12_0,class0
0.959674,-0.114005,-0.69362,0.629447,0.532132,0.347976,0.682405,-0.455147,0.280633,0.442551,0.7221,nom_11_1,nom_12_1,class0
-0.413785,-0.686054,-0.593654,-0.386935,-0.36807,-1.046512,-0.894408,-1.224751,-0.406769,-0.455957,-0.416286,nom_11_0,nom_12_0,class0
-0.374927,0.02814,-1.229264,-1.105748,-0.471444,-0.096885,-0.105076,0.51524,-0.344659,-0.138257,0.065708,nom_11_0,nom_12_0,class0
0.325295,0.807638,1.088968,0.545622,0.408595,0.798524,0.80072,0.73914,0.988977,0.779836,0.665607,nom_11_1,nom_12_0,class0
1.188739,0.766268,1.062863,0.973816,0.885233,0.521734,0.425198,0.376533,1.060915,1.402854,1.19284,nom_11_1,nom_12_1,class0
-0.707675,0.342951,-0.805705,-0.781324,-0.732489,-0.002684,-0.79335,-0.690132,-0.521877,-0.115308,-0.802917,nom_11_1,nom_12_0,class0
-1.907342,-1.52493,-1.609415,-1.661242,-1.663617,-1.436559,-1.519119,-0.947321,-2.023382,-1.360529,-1.447973,nom_11_0,nom_12_0,class0
?,0.580488,1.276183,0.67588,0.594449,0.453494,0.531271,0.736089,1.201215,0.856831,0.465372,nom_11_1,nom_12_1,class0
5.499956,5.297173,6.06438,5.983853,5.133084,6.086103,5.955919,4.764879,4.826634,6.048955,5.417455,nom_11_2,nom_12_2,class1
-0.274554,-0.850759,-0.390834,0.15626,-0.148272,0.589663,0.576892,-0.61816,-0.306889,0.4001,0.229013,nom_11_0,nom_12_0,class0
0.284399,-0.483846,-0.284966,-0.406699,0.070888,-0.031646,0.463679,0.013441,0.012729,1.015303,-0.484379,nom_11_1,nom_12_1,class0
0.309151,1.022006,0.130682,1.147686,0.692217,0.638917,1.042802,1.075039,1.335693,0.155758,0.904661,nom_11_1,nom_12_1,class0
0.508105,-0.354333,-0.643079,-0.105411,0.492488,-0.050715,-1.029339,-0.396363,-0.318095,-0.119616,0.100795,nom_11_0,nom_12_0,class0
-0.720249,-0.062778,-0.283553,0.404905,-0.405953,-0.611517,-0.725677,-0.583099,-0.859068,-0.012545,-0.249133,nom_11_0,nom_12_0,class0
-0.87249,-1.284215,-0.72256,-0.631627,0.131752,-0.745241,-1.055633,-1.537869,-0.395034,-1.028211,-1.161804,nom_11_0,nom_12_0,class0
-0.310719,-0.310393,-0.160161,0.944444,-0.526276,0.265187,0.278057,0.602606,0.077085,-0.557657,0.698577,nom_11_1,nom_12_0,class0
?,1.938339,1.290852,1.115224,1.364912,0.778683,1.501265,1.111198,1.571813,0.91961,1.023307,nom_11_1,nom_12_1,class0
-0.609582,-0.578518,-0.742333,-0.653841,-1.060877,-0.976474,-0.132497,-0.786571,-0.40036,-0.21662,-0.720952,nom_11_0,nom_12_0,class0
-0.296131,-0.077399,-0.548115,0.710758,-0.716246,-0.501435,0.318548,-0.951404,-0.645441,-0.283126,-0.289407,nom_11_0,nom_12_0,class0
0.63079,0.478239,0.900918,1.080629,1.639433,1.201883,0.874729,1.02406,0.181273,0.788156,0.740093,nom_11_1,nom_12_0,class0
-0.723512,-1.057674,-1.499718,-0.819742,-1.440095,-1.188053,-0.923887,-1.203293,-1.171548,-1.511709,-0.945154,nom_11_0,nom_12_0,class0
-1.49125,0.495943,-0.930617,-2.384967,-0.352031,-1.175615,-2.029306,-0.804774,-1.070592,-1.51,-0.61763,nom_11_0,nom_12_0,class0
0.174688,0.100531,0.608176,0.201096,0.306274,0.122112,-0.174822,-0.169872,-0.146884,-0.169636,0.316002,nom_11_0,nom_12_1,class0
-0.079747,-0.186735,-0.421566,0.125117,-0.011974,-0.047854,-0.312533,-0.253645,-0.126022,-0.326336,-0.088129,nom_11_0,nom_12_0,class0
0.145967,0.537796,0.763176,0.224239,0.939239,0.639638,0.918162,0.83326,1.182396,0.641122,1.221035,nom_11_1,nom_12_1,class0
-0.125679,-0.133517,-0.756195,-0.062541,-0.426445,-0.043943,-0.297981,-0.474856,-0.284122,0.109412,-0.020548,nom_11_0,nom_12_0,class0
1.209302,0.498084,1.194582,0.556662,-0.066997,-0.27926,-0.015061,1.202615,1.894125,0.57675,1.073031,nom_11_1,nom_12_1,class0
-0.359153,0.015576,0.258493,-0.842385,-0.287139,-0.314764,1.383463,-0.894395,-0.417817,-0.202212,0.128419,nom_11_1,nom_12_0,class0
0.416332,0.332953,0.901002,1.102422,1.01468,0.706604,1.687102,0.227315,0.577389,0.845693,-0.009634,nom_11_1,nom_12_1,class0
0.32156,0.56785,1.427908,1.114095,0.660278,1.265536,0.819525,0.162952,0.446764,1.033366,0.273719,nom_11_1,nom_12_1,class0
-0.707547,-1.004631,0.158349,-0.783448,-0.754566,-0.223741,-0.37437,0.505101,-0.187614,-0.708927,-0.602826,nom_11_0,nom_12_0,class0
0.817225,2.00712,1.565085,0.852591,0.847827,1.132592,1.546849,2.099739,0.673302,0.486029,1.379283,nom_11_1,nom_12_1,class0
-0.036246,-0.512395,0.514568,0.618326,0.915525,0.670268,-0.107594,0.837786,0.295486,-0.381397,0.787558,nom_11_0,nom_12_0,class0
-0.957299,-0.132306,0.177085,0.593922,-0.065794,-0.398346,-0.219706,-0.371075,-0.528593,-0.327599,-0.45271,nom_11_0,nom_12_0,class0
0.668426,0.130415,0.508065,-0.510359,-0.208632,-0.927571,-0.152369,-0.243763,0.399249,-0.380062,-0.627967,nom_11_0,nom_12_1,class0
0.177326,0.961379,0.851019,0.618402,-0.497554,0.015131,-0.098691,-0.308174,0.195254,0.519272,-0.015804,nom_11_0,nom_12_1,class0
-0.169806,-0.836075,0.387886,-0.991461,-0.316112,0.08206,-0.910039,-0.831823,-0.500418,-0.399319,-0.833251,nom_11_0,nom_12_0,class0
-0.789803,-1.423808,-1.203979,-1.150698,-1.162396,-1.669767,-1.063545,-0.417948,-1.036256,-1.088967,-0.678366,nom_11_0,nom_12_0,class0
-0.549602,-0.558573,-1.346377,-0.988013,-0.654094,-0.726157,-1.138835,-0.836469,-1.241881,-1.441462,-0.853127,nom_11_0,nom_12_0,class0
-0.627486,-1.115819,-0.161714,-1.104303,-0.22957,0.231262,-0.264827,-0.622526,-1.309251,-0.925482,-0.551868,nom_11_0,nom_12_0,class0
-0.27267,-0.081798,0.442484,0.092665,0.400931,1.571614,1.115758,0.718272,-0.084588,-0.628763,0.017701,nom_11_0,nom_12_0,class0
6.533652,4.960902,5.762792,5.954173,5.56148,5.758488,6.503268,5.300655,5.562033,5.598333,6.388532,nom_11_2,nom_12_2,class1
-0.018263,-1.186056,-0.933859,0.098748,-0.856165,-0.800395,-0.192875,-0.344948,-0.767654,-0.427041,-0.631317,nom_11_0,nom_12_0,class0
-0.036415,-1.590058,-2.146016,-0.732141,-1.20949,-0.822469,-1.282984,-1.752535,-1.974876,-1.550587,-1.510969,nom_11_0,nom_12_0,class0
-0.467044,0.000347,-1.410147,-0.001138,-0.444978,0.021879,0.511737,-0.043161,0.449829,-0.386589,0.320534,nom_11_1,nom_12_0,class0
1.209828,0.818045,0.883747,1.553687,1.79675,1.297926,1.750041,0.737939,0.963383,1.482511,1.6783,nom_11_1,nom_12_1,class0
1.392335,0.488078,1.486845,1.279369,1.252337,2.446488,1.492572,1.937626,1.119924,1.32272,0.471769,nom_11_1,nom_12_1,class0
-0.768083,-0.818451,-0.514008,-0.225509,-0.987478,0.079573,0.36875,-0.334005,-0.496749,-0.707548,-0.225466,nom_11_0,nom_12_0,class0
-1.396803,-0.97929,-1.126547,-1.324786,-0.587008,-1.217369,-1.257841,-1.398799,-1.360875,-1.670641,-1.507889,nom_11_0,nom_12_0,class0
-1.288718,-0.576074,-0.618794,-0.254524,-1.024593,-0.110388,-1.181947,0.110377,-1.375987,-0.630551,-0.753777,nom_11_0,nom_12_0,class0
-0.382344,0.212369,0.909006,0.606974,0.406976,0.51293,0.112347,-0.098478,0.717336,0.517077,0.70841,nom_11_0,nom_12_0,class0
0.910486,-0.309108,0.73067,0.378587,0.272297,0.593797,0.272218,0.207364,0.57442,0.821823,1.026872,nom_11_1,nom_12_0,class0
0.455209,-0.011805,0.361723,0.45476,0.828721,0.738462,0.141931,-0.181475,-0.236025,0.621577,-0.046454,nom_11_1,nom_12_1,class0
-0.475733,-0.687294,-0.600077,-0.240312,-0.381621,0.014645,0.211561,-0.505107,-0.119892,-1.195322,-0.308212,nom_11_0,nom_12_0,class0
1.009763,1.459162,0.528655,1.792211,0.920034,1.802643,0.893375,0.480346,0.151666,1.33625,0.543337,nom_11_1,nom_12_1,class0
0.226917,0.120041,0.435764,-0.757525,0.220517,0.374263,-0.370111,0.619193,0.744775,0.089211,0.200483,nom_11_1,nom_12_0,class0
0.44886,0.574894,0.292444,0.764735,1.039522,0.242258,0.285171,0.390199,-0.125606,0.164369,0.817351,nom_11_1,nom_12_1,class0
0.590764,0.590739,0.885447,0.669514,0.789371,0.446118,0.593775,0.558356,0.453875,0.467855,0.256507,nom_11_1,nom_12_1,class0
